"uid","name","description","species_taxon_id","species_name","confidence_score","condensate_type","infectious_agent_species_id","infectious_agent_species_name"
"4081D115",Synthetic Condensate 000341,"Morphology: In Vitro Droplet Formation,In Vivo Droplet Formation; Main protein: Q02796; Partner Proteins: P06104, Q07457; Lge1 condensates can co-enrich both the E3 Bre1 and the E2 Rad6 in a catalytic shell.",559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),1,synthetic,,
"979E1F4B",Synthetic Condensate 000033,,0,Chimeras,3,synthetic,,
"88B1263E",Synthetic Condensate 000240,,0,Chimeras,3,synthetic,,
"848A4BCD",Synthetic Condensate 000228,,0,Chimeras,3,synthetic,,
"47E1BA53",Synthetic Condensate 000249,,9606,Homo sapiens,1,synthetic,,
"37FB04D7",Synthetic Condensate 000157,,36200,Dissostichus mawsoni,3,synthetic,,
"60F74988",Synthetic Condensate 000004,,9606,Homo sapiens,1,synthetic,,
D0F20FEF,Synthetic Condensate 000090,,9606,Homo sapiens,3,synthetic,,
"23113A41",PML body,"PML bodies are nuclear condensates detected by the PML protein, as their name suggests. The PML protein polymerizes into spherical shells where it concentrates several unrelated partner proteins into the PML bodies. PML is found in nearly all normal human tissues and produces PML bodies, which play a role in gene regulation and cellular activities like DNA repair, cell cycle control, and cell fate decisions.",10116,Rattus norvegicus,1,biomolecular,,
BD836276,Synthetic Condensate 000030,,0,Chimeras,3,synthetic,,
"84374B0C",Synthetic Condensate 000158,,0,Chimeras,3,synthetic,,
"900B1AFC",Synthetic Condensate 000265,,735330,Escherichia coli O70:NM,3,synthetic,,
D12E4DB9,Stress granule,"Stress granules (SGs) are condensed membrane-less organelles that form dynamically as RNA and protein (RNP) phase separate during physiological stress. When translation initiation is limited, SGs assemble and play a role in translational regulation and proteome buffering. Translationally stalled mRNAs, translation initiation factors, RNA-binding proteins, and non-RNA-binding proteins are among the constituents of SGs. SGs are one of the most important cellular stress relievers, yet their presence are temporary. Any condition that causes permanent presence of SGs, such as chronic stress or alterations in the structure of the components of SGs, can induce their pathological aggregation and degenerative effects.",10090,Mus musculus,1,biomolecular,,
"15E34471",Synthetic Condensate 000334,"Morphology: In Vitro Droplet Formation,In Vivo Droplet Formation,In Vivo Frap; Main protein: Q12888; Partner Proteins: P16104; We observed that only the combination of H2AX-containing nucleosome arrays and rNTPs allowed the formation of 53BP1-GFP containing condensates",9606,Homo sapiens,1,synthetic,,
"85C30F04",Synthetic Condensate 000057,,9606,Homo sapiens,3,synthetic,,
"7CAF9006",Tam body,"RNase mitochondrial RNA processing (MRP) is an endoribonuclease that degrades particular mRNAs important in cell cycle regulation. In Saccharomyces cerevisiae RMP is named Tam body, which is a specialized processing body that is temporally and asymmetrically regulated during the cell cycle, they are involved in the degradation of cell cycle regulated and daughter cell localized transcripts.",559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),1,biomolecular,,
B61E46D6,Synthetic Condensate 000104,,10090,Mus musculus,3,synthetic,,
"07A7ED5B",Synthetic Condensate 000060,,6239,Caenorhabditis elegans,3,synthetic,,
"060EE9EF",Z-granule,"Early germline blastomeres of C elegans contain ZNFX-1, ZSP1, and WAGO-4, which localize to germ granules (P granules). These proteins detach from P granules later in germline development, forming a distinct liquid-like condensate called the Z-granule. Z-granules assemble into organized tri-condensate assemblages with P-granules and Mutator foci in adult germ cells, termed PZM granules.",6239,Caenorhabditis elegans,1,biomolecular,,
AD8D327D,Golgi ribbon,The protein GM130 (GOGA2) forms a membrane-bound RNA-dependent condensate that keeps the integrity of the Golgi ribbon.,9606,Homo sapiens,5,biomolecular,,
D46705B1,Presynaptic clusters,Presynaptic clusters are clusters of synaptic vesicles at presynaptic sites.  Synapsin is the abundant protein associated with synaptic vesicles condensates.,7748,Lampetra fluviatilis,3,biomolecular,,
"7FF4107C",Beta-Catenin Destruction Complex,"Destruction complex (DC), are condensates comprising scaffold proteins and kinases that regulate β-catenin stability. The centrosome nucleates DC. Enriching GSK3β partitioning on the centrosome controls β-catenin processing and prevents Wnt-driven embryonic stem cell differentiation to mesoderm.",9606,Homo sapiens,4,biomolecular,,
"8DB3D246",SCOTIN condensate,SCOTIN/SHISA-5 (with the help of its intrinsically disordered region (IDR)) forms biomolecular condensates along the membrane of endoplasmic reticulum (ER). It was showen to sequester Sec31/13 and impede ER-to-Golgi vesicle transport.,9606,Homo sapiens,4,biomolecular,,
"75451661",Viral Factory,Cytoplasmic Ebola viral factories (VFs) are condensates that  grow over time associating with host vimentin.,9606,Homo sapiens,4,infectious,128952,Zaire ebolavirus (strain Mayinga-76)
"6D2E8C29",Synthetic Condensate 000196,,8355,Xenopus laevis,1,synthetic,,
"50D32664",Synthetic Condensate 000192,,9606,Homo sapiens,3,synthetic,,
"6DD039B3",Synthetic Condensate 000229,,9606,Homo sapiens,3,synthetic,,
"78E86D56",Mitochondrial cloud,"Germ plasm in developing oocytes of vertebrates is localized into a special membrane-less structure called Balbiani body (Bb).  Bb is packed with RNAs, mitochondria, Golgi and endoplasmic reticulum. Bb in Xenopus is termed mitochondrial cloud .",8355,Xenopus laevis,1,biomolecular,,
E86DA2C3,Nuclear body,"Nuclear bodies are membraneless, RNA-rich organelles in the cell nucleus that concentrate certain nuclear proteins and RNA-protein complexes.",10090,Mus musculus,1,biomolecular,,
"9095A454",+TIP body,+TIP body is the condensate concentrating proteins at the growing tip of the microtubule.,284812,Schizosaccharomyces pombe (strain 972 / ATCC 24843),3,biomolecular,,
"942898C4",Synthetic Condensate 000380,"",9606,Homo sapiens,3,synthetic,,
"0E37FC39",Cytoplasmic viral factory,Inclusions which form from concentrating of the replication machinary of RNA viruses. These inclusions favor enzymatic activities and protect the viral from getting recognized by the cellular receptors.,11285,Vesicular stomatitis Indiana virus (strain San Juan),4,biomolecular,,
"98A5DA6D",Synthetic Condensate 000066,,9606,Homo sapiens,3,synthetic,,
"3BAE19B2",Synthetic Condensate 000201,,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),3,synthetic,,
"49499F59",Synthetic Condensate 000132,,6239,Caenorhabditis elegans,3,synthetic,,
B4774FF5,Nucleolus,"Nucleolus is the largest and the first membrane-less organelle which was identified. It is composed of a fibrillar centre (FC), dense fibrillar component (DFC) and granular component (GC).  The nucleolus is a dynamic structure that disassembles during mitosis and reassembles after cell division. The nucleolus is responsible for ribosome biogenesis in eucaryotic cells, which are essential macromolecular machines responsible for synthesizing all proteins required by the cell. The nucleoli are now known to act as sensors and regulators of cellular responses, such as apoptosis, DNA damage response, epigenetic modification, genome stability, proliferation, senescence and signal transduction.",9685,Felis catus,2,biomolecular,,
"0F56F502",G-body,G-bodies are cytoplasmic granules which form in yeast from the aggregation of glycolysis enzymes in response to hypoxic stress. The formation of G-bodies is linked to a higher consumption rate of glucose and increased cell survival.,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),1,biomolecular,,
D0109C64,Synthetic Condensate 000306,Morphology: In Vitro Droplet Formation; Main protein: Q01844; Partner Proteins: Q07802; FUS and EWSR1 form condensates in vitro that are larger than those observed with EBF1.,0,Chimeras,1,synthetic,,
"873B6374",Synthetic Condensate 000122,,45920,Araneus diadematus,3,synthetic,,
"38D1B6BE",SARS-CoV-2 condensate,"The SARS CoV-2's nucleocapsid (N) protein binds the virus's RNA genome to and packages to forma membrane-bound virion. In cells, N forms condensates which recruits the stress granule protein G3BP1. Phase separation of the SARS-CoV-2 N protein might play a dual role in suppressing the host immune response which involves G3BP1 assembly to stress granules and packaging genomic RNA during virion formation.",9606,Homo sapiens,4,infectious,2697049,Severe acute respiratory syndrome coronavirus 2
"50C2EE40",Presynaptic clusters,Presynaptic clusters are clusters of synaptic vesicles at presynaptic sites.  Synapsin is the abundant protein associated with synaptic vesicles condensates.,10090,Mus musculus,1,biomolecular,,
FBBE2A73,Synthetic Condensate 000275,"Morphology: In Vitro Droplet Formation,In Vitro Frap,In Vivo Droplet Formation,In Vivo Frap; Main protein: Q6ZN16; Partner Proteins: Q8NB46; ANKRD52 condensates are not completely colocalized with ASK3 condensates, but they move around and grow while sharing their phase boundaries",9606,Homo sapiens,1,synthetic,,
D6EADA8A,RNP granule,RNP granules are membrane-less organelles composed of RNA and proteins. RNA-binding proteins are key components of RNP granules. RNP granules deliver localized mRNAs delivered to areas of local protein synthesis.,6239,Caenorhabditis elegans,1,biomolecular,,
"7B858B7A",Cobl condensate,Condensates promoting actin nucleation,10090,Mus musculus,4,biomolecular,,
"0769205F",Synthetic Condensate 000206,,9606,Homo sapiens,3,synthetic,,
A3E85EF1,Synthetic Condensate 000117,,9606,Homo sapiens,1,synthetic,,
F3208D05,Golgin condensate,"Biomolecular condensates are micron-scale compartments in eukaryotic cells that operate to concentrate proteins and nucleic acids but lack surrounding membranes. RNA metabolism, ribosome biogenesis, the DNA damage response, and signal transmission are all affected by these condensates. Recent research has discovered that multivalent macromolecular interactions promote liquid-liquid phase separation, which is a fundamental organizing principle for biomolecular condensates.",9606,Homo sapiens,1,biomolecular,,
"54E74809",Nuclear pore complex,"Nucleocytoplasmic exchange is mediated by nuclear pore complexes (NPCs). They're massive protein complexes that join the inner and outer nuclear membranes to create channels that span the nuclear envelope. Nucleoporins, which are made up of about 30 different protein components, assemble in many copies to form a complicated cylindrical architecture to the nuclear pores.",8364,Xenopus tropicalis,3,biomolecular,,
"870FBEC9",Synthetic Condensate 000218,,9031,Gallus gallus,1,synthetic,,
CB5AE2BC,Synthetic Condensate 000337,"Morphology: In Vivo Droplet Formation,In Vivo Frap; Main protein: P08775; Partner Proteins: Q8C1S0; Mediator and Pol II form condensates that coalesce, recover in FRAP, and are sensitive to hexanediol.",10090,Mus musculus,1,synthetic,,
"54B206F5",Synthetic Condensate 000335,"Morphology: In Vivo Droplet Formation,In Vivo Frap; Main protein: P07621; Partner Proteins: P22996; The ParA motor is required to prevent the fusion of ParB condensates.",562,Escherichia coli,1,synthetic,,
"8908B6CB",DYRK3 speckle,"The dual specificity tyrosine-phosphorylation-regulated kinase 3 (DYRK3) phase separates and form speckles which are similar to P-granules in C. elegans. In its inactive form, DYRK3 prevents the dissolution of stress granules.",9606,Homo sapiens,1,biomolecular,,
"214630CE",Synthetic Condensate 000289,"Morphology: In Vitro Droplet Formation,In Vitro Frap,In Vivo Droplet Formation,In Vivo Frap; Main protein: O96561; Partner Proteins: P16554; Isolated Numb PTB and Pon A1B3 solutions are clear under light microscope at room temperature (RT). Mixing the two proteins led to formation of numerous droplets",7227,Drosophila melanogaster,1,synthetic,,
"988B4B02",Plant Photobody,A tunable thermo-sensor in plants where in light induced conformational changes direct photo-body formation and condensate itself senses the temperature signals.,3702,Arabidopsis thaliana,4,biomolecular,,
