unified_mlo,name_a,name_b,n_a,n_b,shared,overlap_coef,same_resource,shared_organism,res_a,res_b
transcriptional_condensate,Transcription Elongation Condensate,Transcriptional condensates,8,3,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,Transcription Elongation Condensate,cBAF condensate,8,4,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,Transcription Elongation Condensate,c‐Maf condensates,8,6,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,Transcription Elongation Condensate,nYAC,8,1,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,Transcription condensate,Transcriptional condensate,4,131,0,0.0,True,True,CDCODE,"CDCODE,PhaSepDB"
transcriptional_condensate,Transcription condensate,Transcriptional condensates,4,3,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,Transcription condensate,cBAF condensate,4,4,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,Transcription condensate,c‐Maf condensates,4,6,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,Transcription condensate,nYAC,4,1,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,Transcriptional condensate,Transcriptional condensates,131,3,1,0.333,True,True,"CDCODE,PhaSepDB",CDCODE
transcriptional_condensate,Transcriptional condensate,cBAF condensate,131,4,2,0.5,True,True,"CDCODE,PhaSepDB",CDCODE
transcriptional_condensate,Transcriptional condensate,c‐Maf condensates,131,6,1,0.167,True,True,"CDCODE,PhaSepDB",CDCODE
transcriptional_condensate,Transcriptional condensate,nYAC,131,1,1,1.0,True,True,"CDCODE,PhaSepDB",CDCODE
transcriptional_condensate,Transcriptional condensates,cBAF condensate,3,4,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,Transcriptional condensates,c‐Maf condensates,3,6,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,Transcriptional condensates,nYAC,3,1,0,0.0,True,False,CDCODE,CDCODE
transcriptional_condensate,cBAF condensate,c‐Maf condensates,4,6,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,cBAF condensate,nYAC,4,1,0,0.0,True,True,CDCODE,CDCODE
transcriptional_condensate,c‐Maf condensates,nYAC,6,1,0,0.0,True,True,CDCODE,CDCODE
u_body,U body,U-body,1,5,1,1.0,False,True,DrLLPS,CDCODE
ubqln_puncta,UBQLN puncta,Ubqln puncta,4,3,3,1.0,False,True,PhaSepDB,CDCODE
viral_factory,Cytoplasmic viral factory,Cytoplasmic virion assembly compartment,3,1,0,0.0,False,False,CDCODE,PhaSepDB
viral_factory,Cytoplasmic viral factory,HIV core condensate,3,3,0,0.0,True,False,CDCODE,CDCODE
viral_factory,Cytoplasmic viral factory,HIV-1-MLO,3,3,0,0.0,False,False,CDCODE,PhaSepDB
viral_factory,Cytoplasmic viral factory,LANA body,3,2,0,0.0,True,False,CDCODE,CDCODE
viral_factory,Cytoplasmic viral factory,RPSA-VIM-ENO Condensate,3,3,0,0.0,True,False,CDCODE,CDCODE
viral_factory,Cytoplasmic viral factory,RdRp condensates,3,3,0,0.0,True,False,CDCODE,CDCODE
viral_factory,Cytoplasmic viral factory,Viral Factory,3,2,0,0.0,True,False,CDCODE,CDCODE
viral_factory,Cytoplasmic viral factory,Viral factory,3,5,0,0.0,True,False,CDCODE,CDCODE
viral_factory,Cytoplasmic viral factory,Virion assembly compartment,3,1,0,0.0,False,False,CDCODE,PhaSepDB
viral_factory,Cytoplasmic viral factory,cytoplasmic Virion Assembly Compartments (cVACs),3,4,0,0.0,True,False,CDCODE,CDCODE
viral_factory,Cytoplasmic viral factory,cytoplasmic viral factory,3,5,3,1.0,False,True,CDCODE,PhasePro
viral_factory,Cytoplasmic virion assembly compartment,HIV core condensate,1,3,0,0.0,False,False,PhaSepDB,CDCODE
viral_factory,Cytoplasmic virion assembly compartment,HIV-1-MLO,1,3,0,0.0,True,False,PhaSepDB,PhaSepDB
viral_factory,Cytoplasmic virion assembly compartment,LANA body,1,2,0,0.0,False,False,PhaSepDB,CDCODE
viral_factory,Cytoplasmic virion assembly compartment,RPSA-VIM-ENO Condensate,1,3,0,0.0,False,False,PhaSepDB,CDCODE
viral_factory,Cytoplasmic virion assembly compartment,RdRp condensates,1,3,0,0.0,False,False,PhaSepDB,CDCODE
viral_factory,Cytoplasmic virion assembly compartment,Viral Factory,1,2,0,0.0,False,False,PhaSepDB,CDCODE
viral_factory,Cytoplasmic virion assembly compartment,Viral factory,1,5,0,0.0,False,False,PhaSepDB,CDCODE
viral_factory,Cytoplasmic virion assembly compartment,Virion assembly compartment,1,1,0,0.0,True,False,PhaSepDB,PhaSepDB
viral_factory,Cytoplasmic virion assembly compartment,cytoplasmic Virion Assembly Compartments (cVACs),1,4,1,1.0,False,True,PhaSepDB,CDCODE
viral_factory,Cytoplasmic virion assembly compartment,cytoplasmic viral factory,1,5,0,0.0,False,False,PhaSepDB,PhasePro
viral_factory,HIV core condensate,HIV-1-MLO,3,3,0,0.0,False,True,CDCODE,PhaSepDB
viral_factory,HIV core condensate,LANA body,3,2,0,0.0,True,False,CDCODE,CDCODE
viral_factory,HIV core condensate,RPSA-VIM-ENO Condensate,3,3,0,0.0,True,False,CDCODE,CDCODE
viral_factory,HIV core condensate,RdRp condensates,3,3,0,0.0,True,False,CDCODE,CDCODE
viral_factory,HIV core condensate,Viral Factory,3,2,0,0.0,True,False,CDCODE,CDCODE
viral_factory,HIV core condensate,Viral factory,3,5,0,0.0,True,False,CDCODE,CDCODE
viral_factory,HIV core condensate,Virion assembly compartment,3,1,0,0.0,False,False,CDCODE,PhaSepDB
viral_factory,HIV core condensate,cytoplasmic Virion Assembly Compartments (cVACs),3,4,0,0.0,True,False,CDCODE,CDCODE
viral_factory,HIV core condensate,cytoplasmic viral factory,3,5,0,0.0,False,False,CDCODE,PhasePro
viral_factory,HIV-1-MLO,LANA body,3,2,0,0.0,False,False,PhaSepDB,CDCODE
viral_factory,HIV-1-MLO,RPSA-VIM-ENO Condensate,3,3,0,0.0,False,False,PhaSepDB,CDCODE
viral_factory,HIV-1-MLO,RdRp condensates,3,3,0,0.0,False,False,PhaSepDB,CDCODE
viral_factory,HIV-1-MLO,Viral Factory,3,2,0,0.0,False,False,PhaSepDB,CDCODE
viral_factory,HIV-1-MLO,Viral factory,3,5,0,0.0,False,False,PhaSepDB,CDCODE
viral_factory,HIV-1-MLO,Virion assembly compartment,3,1,0,0.0,True,False,PhaSepDB,PhaSepDB
viral_factory,HIV-1-MLO,cytoplasmic Virion Assembly Compartments (cVACs),3,4,0,0.0,False,False,PhaSepDB,CDCODE
viral_factory,HIV-1-MLO,cytoplasmic viral factory,3,5,0,0.0,False,False,PhaSepDB,PhasePro
viral_factory,LANA body,RPSA-VIM-ENO Condensate,2,3,0,0.0,True,True,CDCODE,CDCODE
viral_factory,LANA body,RdRp condensates,2,3,0,0.0,True,True,CDCODE,CDCODE
viral_factory,LANA body,Viral Factory,2,2,0,0.0,True,True,CDCODE,CDCODE
viral_factory,LANA body,Viral factory,2,5,0,0.0,True,True,CDCODE,CDCODE
viral_factory,LANA body,Virion assembly compartment,2,1,0,0.0,False,False,CDCODE,PhaSepDB
viral_factory,LANA body,cytoplasmic Virion Assembly Compartments (cVACs),2,4,0,0.0,True,False,CDCODE,CDCODE
viral_factory,LANA body,cytoplasmic viral factory,2,5,0,0.0,False,False,CDCODE,PhasePro
viral_factory,RPSA-VIM-ENO Condensate,RdRp condensates,3,3,0,0.0,True,True,CDCODE,CDCODE
viral_factory,RPSA-VIM-ENO Condensate,Viral Factory,3,2,1,0.5,True,True,CDCODE,CDCODE
viral_factory,RPSA-VIM-ENO Condensate,Viral factory,3,5,0,0.0,True,True,CDCODE,CDCODE
viral_factory,RPSA-VIM-ENO Condensate,Virion assembly compartment,3,1,0,0.0,False,False,CDCODE,PhaSepDB
viral_factory,RPSA-VIM-ENO Condensate,cytoplasmic Virion Assembly Compartments (cVACs),3,4,0,0.0,True,False,CDCODE,CDCODE
viral_factory,RPSA-VIM-ENO Condensate,cytoplasmic viral factory,3,5,0,0.0,False,False,CDCODE,PhasePro
viral_factory,RdRp condensates,Viral Factory,3,2,0,0.0,True,True,CDCODE,CDCODE
viral_factory,RdRp condensates,Viral factory,3,5,0,0.0,True,True,CDCODE,CDCODE
viral_factory,RdRp condensates,Virion assembly compartment,3,1,0,0.0,False,False,CDCODE,PhaSepDB
viral_factory,RdRp condensates,cytoplasmic Virion Assembly Compartments (cVACs),3,4,0,0.0,True,False,CDCODE,CDCODE
viral_factory,RdRp condensates,cytoplasmic viral factory,3,5,0,0.0,False,False,CDCODE,PhasePro
viral_factory,Viral Factory,Viral factory,2,5,0,0.0,True,True,CDCODE,CDCODE
viral_factory,Viral Factory,Virion assembly compartment,2,1,0,0.0,False,False,CDCODE,PhaSepDB
viral_factory,Viral Factory,cytoplasmic Virion Assembly Compartments (cVACs),2,4,0,0.0,True,False,CDCODE,CDCODE
viral_factory,Viral Factory,cytoplasmic viral factory,2,5,0,0.0,False,False,CDCODE,PhasePro
viral_factory,Viral factory,Virion assembly compartment,5,1,0,0.0,False,False,CDCODE,PhaSepDB
viral_factory,Viral factory,cytoplasmic Virion Assembly Compartments (cVACs),5,4,0,0.0,True,False,CDCODE,CDCODE
viral_factory,Viral factory,cytoplasmic viral factory,5,5,0,0.0,False,False,CDCODE,PhasePro
viral_factory,Virion assembly compartment,cytoplasmic Virion Assembly Compartments (cVACs),1,4,0,0.0,False,False,PhaSepDB,CDCODE
viral_factory,Virion assembly compartment,cytoplasmic viral factory,1,5,0,0.0,False,False,PhaSepDB,PhasePro
viral_factory,cytoplasmic Virion Assembly Compartments (cVACs),cytoplasmic viral factory,4,5,0,0.0,False,False,CDCODE,PhasePro
viroplasm,GCRV viroplasm,Viroplasm,13,23,0,0.0,False,False,CDCODE,PhaSepDB
viroplasm,GCRV viroplasm,viroplasm,13,3,0,0.0,False,False,CDCODE,PhasePro
viroplasm,Viroplasm,viroplasm,23,3,3,1.0,False,True,PhaSepDB,PhasePro
wnt_destruction_complex,Beta-Catenin Destruction Complex,Destruction complex condensate,6,6,5,0.833,False,True,CDCODE,PhaSepDB
wnt_signaling_condensate,DVL2 condensates,Dishevelled condensate,1,1,1,1.0,True,True,CDCODE,CDCODE
wnt_signaling_condensate,DVL2 condensates,Dvl2 condensate,1,1,0,0.0,False,False,CDCODE,PhaSepDB
wnt_signaling_condensate,DVL2 condensates,LEF1/Beta-catenin condensate,1,2,0,0.0,True,True,CDCODE,CDCODE
wnt_signaling_condensate,DVL2 condensates,Wnt signalodroplet,1,4,1,1.0,False,True,CDCODE,PhaSepDB
wnt_signaling_condensate,Dishevelled condensate,Dvl2 condensate,1,1,0,0.0,False,False,CDCODE,PhaSepDB
wnt_signaling_condensate,Dishevelled condensate,LEF1/Beta-catenin condensate,1,2,0,0.0,True,True,CDCODE,CDCODE
wnt_signaling_condensate,Dishevelled condensate,Wnt signalodroplet,1,4,1,1.0,False,True,CDCODE,PhaSepDB
wnt_signaling_condensate,Dvl2 condensate,LEF1/Beta-catenin condensate,1,2,0,0.0,False,False,PhaSepDB,CDCODE
wnt_signaling_condensate,Dvl2 condensate,Wnt signalodroplet,1,4,0,0.0,True,False,PhaSepDB,PhaSepDB
wnt_signaling_condensate,LEF1/Beta-catenin condensate,Wnt signalodroplet,2,4,0,0.0,False,True,CDCODE,PhaSepDB
yb_body,Yb body,Yb-body,5,4,4,1.0,False,True,"PhaSepDB,PhasePro",CDCODE
z_granule,Z granule,Z-granule,46,3,3,1.0,False,True,PhaSepDB,CDCODE
