uniprot,mlo_db,rol_db,source,db,mlo,rol
Q06406,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P32502,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P32502,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P32842,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
Q05471,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P25515,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P39008,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P06782,Droplet,Regulator,drllps,drllps_regulators,droplet,regulator
Q12494,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
Q12494,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P32352,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P32352,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P25615,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P53320,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P22147,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P22147,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P22147,TAM body,Regulator,drllps,drllps_regulators,tam body,regulator
P22147,Others,Regulator,drllps,drllps_regulators,others,regulator
Q03330,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P53552,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P53632,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P53632,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P13586,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P13586,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P0C0X0,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P25655,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P25655,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P25655,Others,Regulator,drllps,drllps_regulators,others,regulator
P16862,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P16862,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P52918,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P52918,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P11412,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P11412,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P38838,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P25567,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P25567,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P25567,Others,Regulator,drllps,drllps_regulators,others,regulator
P40005,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
Q08959,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P25294,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P53894,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P53894,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
O13539,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P27810,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P27810,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
Q03496,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P47143,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P47143,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P06245,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P06245,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P06245,Others,Regulator,drllps,drllps_regulators,others,regulator
P41812,TAM body,Regulator,drllps,drllps_regulators,tam body,regulator
Q04235,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P27466,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P27466,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
Q12052,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P53331,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P34167,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P34167,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P34167,Others,Regulator,drllps,drllps_regulators,others,regulator
P05374,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P53898,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P53898,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
Q05580,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
Q05580,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P25491,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P25491,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P38326,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
Q08649,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
Q01477,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
Q01477,Others,Regulator,drllps,drllps_regulators,others,regulator
P23638,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P40560,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P40560,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
Q03497,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
Q03497,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
Q03497,Others,Regulator,drllps,drllps_regulators,others,regulator
P24276,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P24276,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
Q07551,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
Q04311,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P06700,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P06700,Others,Regulator,drllps,drllps_regulators,others,regulator
P38430,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P53938,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P35845,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P35845,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
Q06336,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
Q06336,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P48565,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
Q12155,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
Q12155,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P39998,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P38819,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P38819,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P53866,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P41806,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P06244,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P32770,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P32770,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P05986,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P05986,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P35169,Droplet,Regulator,drllps,drllps_regulators,droplet,regulator
Q08231,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
Q06337,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
Q12527,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P06783,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
Q12329,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
Q12329,Others,Regulator,drllps,drllps_regulators,others,regulator
P46988,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P38228,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
Q12495,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
Q12495,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P38144,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P38144,Others,Regulator,drllps,drllps_regulators,others,regulator
P53741,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P53741,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P38321,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P38321,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P53633,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
Q12517,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P40499,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
Q06628,Droplet,Regulator,drllps,drllps_regulators,droplet,regulator
P53630,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P53630,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P50110,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P50110,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P53685,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P53685,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P46956,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P46956,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
Q04279,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P17629,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P0CF22,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P0CF22,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
Q04228,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P32917,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P53911,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P53094,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P53094,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
Q12477,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
Q12477,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P38353,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P27895,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
Q04005,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
Q04005,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P26798,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
Q01802,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P40543,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
Q02205,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P34233,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P34233,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P38967,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P38967,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P40463,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P40463,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P40356,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P40356,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P53075,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P53075,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P33441,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P33441,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P38280,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P40023,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P48235,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
Q02598,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
P47152,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P0CE68,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P17214,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
A0A023PZG4,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P53718,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
P31209,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
O74919,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
O13310,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
Q09892,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
O74454,P-body,Regulator,drllps,drllps_regulators,p-body,regulator
Q10281,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
Q09702,Stress granule,Regulator,drllps,drllps_regulators,stress granule,regulator
Q9Z214-3,Droplet,Regulator,drllps,drllps_regulators,droplet,regulator
P18031,Droplet,Regulator,drllps,drllps_regulators,droplet,regulator
P18031,Receptor cluster,Regulator,drllps,drllps_regulators,receptor cluster,regulator
P32835,Droplet,Regulator,drllps,drllps_regulators,droplet,regulator
Q13542,Droplet,Regulator,drllps,drllps_regulators,droplet,regulator
Q9Z214-3,Droplet,Regulator,drllps,drllps_regulators,droplet,regulator
Q9M0N8,Centrosome/Spindle pole body,Client,drllps,drllps_clients,centrosome/spindle pole body,client
Q9M0N8,Spindle apparatus,Client,drllps,drllps_clients,spindle apparatus,client
Q940M2,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FH82,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q93YS7,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FE06,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8S9M1,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q93XM7,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P0DKL6,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SHL7,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SL49,P-body,Client,drllps,drllps_clients,p-body,client
Q9SL49,siRNA body,Client,drllps,drllps_clients,sirna body,client
Q9MAK9,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LPP3,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FH46,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q7DLR9,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FM71,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q94JX8,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P55034,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q0WLB5,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q42290,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SRL6,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O23138,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LXC9,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P49637,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O23617,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O48646,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SIH1,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q93Y22,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q94CE5,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q38814,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8LD39,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P26569,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O64530,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q5XF75,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LTU6,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8H148,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q93VK1,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9XIF2,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FG01,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LSP5,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8H1E2,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9ZVH8,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8LAA0,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8RWT4,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P31265,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8L748,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
A0A1P8AVE9,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P14671,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9M1J8,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9M277,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SEX2,Centrosome/Spindle pole body,Client,drllps,drllps_clients,centrosome/spindle pole body,client
Q9SEX2,Spindle apparatus,Client,drllps,drllps_clients,spindle apparatus,client
A2RVK7,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O64632,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FLM7,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O50008,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FNQ1,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9ZV06,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LVW7,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
F4IH25,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P59226,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
F4IHU8,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8H0T4,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8W5S1,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O80452,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LHE5,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9ZVJ2,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8RXF1,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LV48,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SAJ6,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8RY73,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q6NM52,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O81147,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FNH2,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q93W95,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LVI9,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FFJ2,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O82656,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8L5Y4,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SL48,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SJV2,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SKI4,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SIM4,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
A8MRK9,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9C580,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LPD9,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O22683,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q93XX8,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SHC8,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SHE7,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LF51,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P83484,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FL12,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FJY5,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q94F88,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9XGX9,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q05153,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P48512,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LJG8,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9MA75,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8L611,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
A9LLI7,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SD61,Nuclear speckle,Client,drllps,drllps_clients,nuclear speckle,client
O23252,Stress granule,Client,drllps,drllps_clients,stress granule,client
Q9SSD2,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9ZPI1,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O64490,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SIR5,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LU93,Spindle apparatus,Client,drllps,drllps_clients,spindle apparatus,client
P53496,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O64764,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LEX1,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P92947,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9ZR03,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
F4HYD7,Spindle apparatus,Client,drllps,drllps_clients,spindle apparatus,client
Q94JQ3,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q05758,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q42572,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FT97,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O48818,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
A8MS85,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FVW4,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SZ83,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O80983,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SMW7,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q93YU5,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9S757,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8H1E7,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O24616,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9C587,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q94AW9,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q96321,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FMR9,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O64816,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FLX9,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FJJ5,Spindle apparatus,Client,drllps,drllps_clients,spindle apparatus,client
Q9C5M0,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q949W8,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SK74,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O81047,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q94A40,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
F4KHD8,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q94JQ4,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
B9DFZ2,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q93Y35,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O64760,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q41969,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9CAU9,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9M2Z4,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9M223,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q42564,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O64642,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O23627,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9S7N7,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8LKS5,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LNU4,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P34788,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SGZ5,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
F4I420,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LUK6,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
B3H5K3,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q3ECP0,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LUJ5,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q42384,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q39258,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8RXN3,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P93285,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SZB7,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9M0B2,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O49553,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q42202,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
F4I116,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q38931,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FFT9,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P51412,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9LIR4,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9SVA6,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q8LGS1,P-body,Client,drllps,drllps_clients,p-body,client
Q8LGS1,Stress granule,Client,drllps,drllps_clients,stress granule,client
O04616,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P42825,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O81146,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
F4IMH3,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9ASU7,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q94AK8,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
F4K1U5,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
F4HZ82,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q39230,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
F4J6X3,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FF55,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9M5K3,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q39227,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q1PDV2,Nuclear speckle,Client,drllps,drllps_clients,nuclear speckle,client
Q93ZH3,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q93ZE8,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9XIK4,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q93YZ7,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
A0A1I9LSC0,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P33207,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FJR0,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FJR0,P-body,Client,drllps,drllps_clients,p-body,client
Q9SF40,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
P93008,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O81439,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9ZPV5,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FI61,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
Q9FHC2,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
O81235,Nucleolus,Client,drllps,drllps_clients,nucleolus,client
