uniprot,mlo_db,rol_db,source,db,mlo,rol
Q14566,Stress granule,,phasepdb,phasepdb_ht,stress granule,
Q14576,Stress granule,,phasepdb,phasepdb_ht,stress granule,
Q14656,Nucleolus,,phasepdb,phasepdb_ht,nucleolus,
Q14671,P-body,,phasepdb,phasepdb_ht,p-body,
Q14671,Stress granule,,phasepdb,phasepdb_ht,stress granule,
Q14671,Nucleolus,,phasepdb,phasepdb_ht,nucleolus,
Q14671,Cajal body,,phasepdb,phasepdb_ht,cajal body,
Q14671,P-body,,phasepdb,phasepdb_ht,p-body,
Q14671,Stress granule,,phasepdb,phasepdb_ht,stress granule,
Q14677,Stress granule,,phasepdb,phasepdb_ht,stress granule,
Q14681,Paraspeckle,,phasepdb,phasepdb_ht,paraspeckle,
Q14683,P-body,,phasepdb,phasepdb_ht,p-body,
Q14683,Nucleolus,,phasepdb,phasepdb_ht,nucleolus,
Q14683,Nucleolus,,phasepdb,phasepdb_ht,nucleolus,
Q14683,Stress granule,,phasepdb,phasepdb_ht,stress granule,
Q14683,Nuclear stress body,,phasepdb,phasepdb_ht,nuclear stress body,
Q14684,Nucleolus,,phasepdb,phasepdb_ht,nucleolus,
Q14684,Stress granule,,phasepdb,phasepdb_ht,stress granule,
Q14684,Nucleolus,,phasepdb,phasepdb_ht,nucleolus,
Q14687,Nuclear body,,phasepdb,phasepdb_ht,nuclear body,
Q14690,Nucleolus,,phasepdb,phasepdb_ht,nucleolus,
Q14690,Nucleolus,,phasepdb,phasepdb_ht,nucleolus,
Q14692,Nucleolus,,phasepdb,phasepdb_ht,nucleolus,
Q14692,Nucleolus,,phasepdb,phasepdb_ht,nucleolus,
Q14694,Stress granule,,phasepdb,phasepdb_ht,stress granule,
Q14694,Stress granule,,phasepdb,phasepdb_ht,stress granule,
Q14738,Stress granule,,phasepdb,phasepdb_ht,stress granule,
Q14739,Stress granule,,phasepdb,phasepdb_ht,stress granule,
Q14766,Paraspeckle,,phasepdb,phasepdb_ht,paraspeckle,
Q14781,Polycomb body,,phasepdb,phasepdb_ht,polycomb body,
Q14839,Nuclear body,,phasepdb,phasepdb_ht,nuclear body,
Q14839,Nucleolus,,phasepdb,phasepdb_ht,nucleolus,
Q14839,Nuclear stress body,,phasepdb,phasepdb_ht,nuclear stress body,
Q14839-2,Nuclear stress body,,phasepdb,phasepdb_ht,nuclear stress body,
Q14847,Stress granule,,phasepdb,phasepdb_ht,stress granule,
Q14934,Stress granule,,phasepdb,phasepdb_ht,stress granule,
Q14957,P-body,,phasepdb,phasepdb_ht,p-body,
Q14966,Stress granule,,phasepdb,phasepdb_ht,stress granule,
Q14974,Nuclear body,,phasepdb,phasepdb_ht,nuclear body,
Q14974,Stress granule,,phasepdb,phasepdb_ht,stress granule,
Q14978,Stress granule,,phasepdb,phasepdb_ht,stress granule,
Q14978,Nucleolus,,phasepdb,phasepdb_ht,nucleolus,
Q14978,Cajal body,,phasepdb,phasepdb_ht,cajal body,
Q14978,Nucleolus,,phasepdb,phasepdb_ht,nucleolus,
Q14978,Nucleolus,,phasepdb,phasepdb_ht,nucleolus,
Q14980,P-body,,phasepdb,phasepdb_ht,p-body,
Q14980,Nuclear stress body,,phasepdb,phasepdb_ht,nuclear stress body,
Q14980-2,Nuclear stress body,,phasepdb,phasepdb_ht,nuclear stress body,
Q14981,Nucleolus,,phasepdb,phasepdb_ht,nucleolus,
Q14BN4,Nuclear stress body,,phasepdb,phasepdb_ht,nuclear stress body,
Q14BN4-6,Nuclear stress body,,phasepdb,phasepdb_ht,nuclear stress body,
Q14BN4-7,Nuclear stress body,,phasepdb,phasepdb_ht,nuclear stress body,
Q14C86,Stress granule,,phasepdb,phasepdb_ht,stress granule,
