uniprot_id	source_db	source_mlo	unified_mlo	source_role	unified_role	evidence	organism
Q92376	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	8898367;16855399	Schizosaccharomyces pombe
O60187	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	10805785;22809626	Schizosaccharomyces pombe
O94534	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	12426374;14570580;14742702;15464854	Schizosaccharomyces pombe
Q9Y7J6	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	15857958	Schizosaccharomyces pombe
Q7LL22	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	22065639	Schizosaccharomyces pombe
P87245	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	15654021	Schizosaccharomyces pombe
Q10432	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	15546621	Schizosaccharomyces pombe
O59755	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	15569158	Schizosaccharomyces pombe
Q9URY2	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	16481403;14742702	Schizosaccharomyces pombe
O94487	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	18411246;18562696	Schizosaccharomyces pombe
Q9US52	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	16769823	Schizosaccharomyces pombe
Q10336	DrLLPS	Centrosome/Spindle pole body	spindle_pole_body	Client	Client	15654021	Schizosaccharomyces pombe
A0A287B5D7	DrLLPS	Nucleolus	nucleolus	Client	Client	15635413	Sus scrofa
F6Q5P0	DrLLPS	Nucleolus	nucleolus	Client	Client	15635413	Sus scrofa
A8JD18	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8HPG8	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8HPL8	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A0A0B5KTL4	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8I835	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
Q84U73	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8JG35	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8JGP5	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
Q7X8Q2	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
Q9ZSJ4	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8J7F6	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8IEF7	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
O24426	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8IWK2	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8IWK9	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
Q5W9T2	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8ISW1	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8I5R9	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8HXC5	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8HX70	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8HWS8	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8HW52	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
Q6QJE1	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
Q75VY6	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8J1Z2	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8J2H1	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8INR7	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8I647	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8I686	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8ITP1	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8ITV3	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8J431	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8IZ70	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8IZ00	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8ICN2	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8IHX1	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8I1D3	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8JGJ6	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8IKC8	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8IYC3	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8IYM0	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
Q8GTZ9	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
Q66YD0	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8JEY8	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8IUJ4	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8J9E9	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
O64927	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8JF72	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
Q84Y02	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8JBG5	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8JIJ0	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8J6F5	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8JI10	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8JGB1	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8J3Z4	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8JGM0	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8IZH4	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8HPS9	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8I114	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
Q84V18	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8I620	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8HNG8	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8JAH5	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8JC54	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8J8F3	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8J7U0	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8J8H5	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8J0D8	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8J7H2	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8I268	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8J4Z5	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8HPG1	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8ISN3	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8IU49	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8JFJ7	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8IUC8	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8I5Q6	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8HQA6	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8I6T5	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
Q84XR8	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8IGN6	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8HSE5	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8HS95	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8HXC7	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8HQ14	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8IGD9	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
P05726	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8J6H7	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8IT78	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A6YT86	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8HTK2	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8J496	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8J8T6	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8J255	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8J209	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8J8V6	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8I5S7	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
Q39588	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8J0B1	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
Q6QJE0	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8JIC4	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8J526	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A0A0M5MUP5	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8HUP3	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8IV59	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8HPW9	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8J0B3	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8IGV8	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8IZ94	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8ISW0	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8IYI3	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8J1C4	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8I9A9	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8I9G7	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8JJD2	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8IVV9	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8IQR3	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8JJ91	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8I3X1	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
Q75NZ3	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8JAM2	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8JH81	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8IZL1	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8JBY7	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8ITW0	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8HRT8	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8J9W7	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8J2S3	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8HQC3	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
Q75VY8	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8HT91	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8J6R5	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8I2V7	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8JDZ6	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8J290	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8HSV0	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
O81648	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A1YSB4	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8HSU1	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8JB36	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8JBM7	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8J0B2	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8IVV4	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8IFJ3	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8J0S5	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8J0B5	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8HVN7	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8J3N6	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8IUB0	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8J1E4	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8IBG5	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8J525	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8HXX4	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8IT08	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8J5D4	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8IVZ3	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8I9A1	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8JG54	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8IRA5	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
A8IRW2	DrLLPS	Pyrenoid matrix	pyrenoid	Client	Client	29481573	Chlamydomonas reinhardtii
Q76N89	DrLLPS	Postsynaptic density	postsynaptic_density	Client	Client	23071613	Homo sapiens
P84085	DrLLPS	Postsynaptic density	postsynaptic_density	Client	Client	23071613	Homo sapiens
Q8N5S9	DrLLPS	Postsynaptic density	postsynaptic_density	Client	Client	23071613	Homo sapiens
Q9UJS0	DrLLPS	Postsynaptic density	postsynaptic_density	Client	Client	23071613	Homo sapiens
P02730	DrLLPS	Postsynaptic density	postsynaptic_density	Client	Client	23071613	Homo sapiens
P05164	DrLLPS	Postsynaptic density	postsynaptic_density	Client	Client	23071613	Homo sapiens
O75592	DrLLPS	Postsynaptic density	postsynaptic_density	Client	Client	23071613	Homo sapiens
Q53H12	DrLLPS	Postsynaptic density	postsynaptic_density	Client	Client	23071613	Homo sapiens
Q17R89	DrLLPS	Postsynaptic density	postsynaptic_density	Client	Client	23071613	Homo sapiens
Q9NY47	DrLLPS	Postsynaptic density	postsynaptic_density	Client	Client	23071613	Homo sapiens
O43739	DrLLPS	Postsynaptic density	postsynaptic_density	Client	Client	23071613	Homo sapiens
Q9P0K1	DrLLPS	Postsynaptic density	postsynaptic_density	Client	Client	23071613	Homo sapiens
Q15386	DrLLPS	Postsynaptic density	postsynaptic_density	Client	Client	23071613	Homo sapiens
Q9NP79	DrLLPS	Postsynaptic density	postsynaptic_density	Client	Client	23071613	Homo sapiens
P21926	DrLLPS	Postsynaptic density	postsynaptic_density	Client	Client	23071613	Homo sapiens
O43581	DrLLPS	Postsynaptic density	postsynaptic_density	Client	Client	23071613	Homo sapiens
Q9P1Z2	DrLLPS	Postsynaptic density	postsynaptic_density	Client	Client	23071613	Homo sapiens
Q14764	DrLLPS	Postsynaptic density	postsynaptic_density	Client	Client	23071613	Homo sapiens
O94874	DrLLPS	Postsynaptic density	postsynaptic_density	Client	Client	23071613	Homo sapiens
P07384	DrLLPS	Postsynaptic density	postsynaptic_density	Client	Client	23071613	Homo sapiens
Q12860	DrLLPS	Postsynaptic density	postsynaptic_density	Client	Client	23071613	Homo sapiens
P50993	DrLLPS	Postsynaptic density	postsynaptic_density	Client	Client	23071613	Homo sapiens
Q86UU1	DrLLPS	Postsynaptic density	postsynaptic_density	Client	Client	23071613	Homo sapiens
Q9UBB6	DrLLPS	Postsynaptic density	postsynaptic_density	Client	Client	23071613	Homo sapiens
Q9Y4C0	DrLLPS	Postsynaptic density	postsynaptic_density	Client	Client	23071613	Homo sapiens
P14867	DrLLPS	Postsynaptic density	postsynaptic_density	Client	Client	23071613	Homo sapiens
Q13596	DrLLPS	Postsynaptic density	postsynaptic_density	Client	Client	23071613	Homo sapiens
Q96NW7	DrLLPS	Postsynaptic density	postsynaptic_density	Client	Client	23071613	Homo sapiens
O75962	DrLLPS	Postsynaptic density	postsynaptic_density	Client	Client	23071613	Homo sapiens
P13611	DrLLPS	Postsynaptic density	postsynaptic_density	Client	Client	23071613	Homo sapiens
Q9Y6N8	DrLLPS	Postsynaptic density	postsynaptic_density	Client	Client	23071613	Homo sapiens
P24821	DrLLPS	Postsynaptic density	postsynaptic_density	Client	Client	23071613	Homo sapiens
P35221	DrLLPS	Postsynaptic density	postsynaptic_density	Client	Client	23071613	Homo sapiens
Q9Y2I8	DrLLPS	Postsynaptic density	postsynaptic_density	Client	Client	23071613	Homo sapiens
Q15836	DrLLPS	Postsynaptic density	postsynaptic_density	Client	Client	23071613	Homo sapiens
